id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2020
3409,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"120,000–199,999 dwt",,tonne.km,tonne.km,kg CO2e,"Crude tanker 120,000–199,999 dwt",0.00086
3410,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"80,000–119,999 dwt",,tonne.km,tonne.km,kg CO2e,"Crude tanker 80,000–119,999 dwt",0.00116
3411,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"60,000–79,999 dwt",,tonne.km,tonne.km,kg CO2e,"Crude tanker 60,000–79,999 dwt",0.00147
3412,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,"10,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Crude tanker 10,000–59,999 dwt",0.00179
3413,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,0–9999 dwt,,tonne.km,tonne.km,kg CO2e,Crude tanker 0–9999 dwt,0.00653
3414,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Crude tanker,Average,,tonne.km,tonne.km,kg CO2e,Crude tanker Average,0.00088
3415,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"60,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Products tanker  60,000+ dwt",0.00112
3416,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"20,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Products tanker  20,000–59,999 dwt",0.00202
3417,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2e,"Products tanker  10,000–19,999 dwt",0.00367
3418,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2e,Products tanker  5000–9999 dwt,0.00573
3419,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2e,Products tanker  0–4999 dwt,0.00883
3420,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Products tanker ,Average,,tonne.km,tonne.km,kg CO2e,Products tanker  Average,0.00175
3421,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,"20,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Chemical tanker  20,000+ dwt",0.00165
3422,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,"10,000–19,999 dwt",,tonne.km,tonne.km,kg CO2e,"Chemical tanker  10,000–19,999 dwt",0.00212
3423,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,5000–9999 dwt,,tonne.km,tonne.km,kg CO2e,Chemical tanker  5000–9999 dwt,0.00296
3424,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,0–4999 dwt,,tonne.km,tonne.km,kg CO2e,Chemical tanker  0–4999 dwt,0.00435
3425,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,Chemical tanker ,Average,,tonne.km,tonne.km,kg CO2e,Chemical tanker  Average,0.002
3426,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,"200,000+ m3",,tonne.km,tonne.km,kg CO2e,"LNG tanker 200,000+ m3",0.00182
3427,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,"0–199,999 m3",,tonne.km,tonne.km,kg CO2e,"LNG tanker 0–199,999 m3",0.00284
3428,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LNG tanker,Average,,tonne.km,tonne.km,kg CO2e,LNG tanker Average,0.00223
3429,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,"50,000+ m3",,tonne.km,tonne.km,kg CO2e,"LPG tanker 50,000+ m3",0.00177
3430,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,"0–49,999 m3",,tonne.km,tonne.km,kg CO2e,"LPG tanker 0–49,999 m3",0.00853
3431,Scope 3,WTT- delivery vehs & freight,WTT- sea tanker,LPG tanker,Average,,tonne.km,tonne.km,kg CO2e,LPG tanker Average,0.00201
3432,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,"10,000+ dwt",,tonne.km,tonne.km,kg CO2e,"General cargo 10,000+ dwt",0.00233
3433,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,5000–9999 dwt,,tonne.km,tonne.km,kg CO2e,General cargo 5000–9999 dwt,0.0031
3434,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,0–4999 dwt,,tonne.km,tonne.km,kg CO2e,General cargo 0–4999 dwt,0.00273
3435,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,"10,000+ dwt 100+ TEU",,tonne.km,tonne.km,kg CO2e,"General cargo 10,000+ dwt 100+ TEU",0.00216
3436,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,5000–9999 dwt 100+ TEU,,tonne.km,tonne.km,kg CO2e,General cargo 5000–9999 dwt 100+ TEU,0.00343
3437,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,0–4999 dwt 100+ TEU,,tonne.km,tonne.km,kg CO2e,General cargo 0–4999 dwt 100+ TEU,0.00388
3438,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,General cargo,Average,,tonne.km,tonne.km,kg CO2e,General cargo Average,0.00256
3439,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Refrigerated cargo, All dwt,,tonne.km,tonne.km,kg CO2e,Refrigerated cargo  All dwt,0.00253
3440,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Vehicle transport,4000+ CEU,,tonne.km,tonne.km,kg CO2e,Vehicle transport 4000+ CEU,0.00628
3441,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Vehicle transport,0–3999 CEU,,tonne.km,tonne.km,kg CO2e,Vehicle transport 0–3999 CEU,0.0113
3442,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Vehicle transport,Average,,tonne.km,tonne.km,kg CO2e,Vehicle transport Average,0.00746
3443,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,RoRo-Ferry,2000+ LM,,tonne.km,tonne.km,kg CO2e,RoRo-Ferry 2000+ LM,0.00971
3444,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,RoRo-Ferry,0–1999 LM,,tonne.km,tonne.km,kg CO2e,RoRo-Ferry 0–1999 LM,0.01183
3445,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,RoRo-Ferry,Average,,tonne.km,tonne.km,kg CO2e,RoRo-Ferry Average,0.00999
3446,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Large RoPax ferry,Average,,tonne.km,tonne.km,kg CO2e,Large RoPax ferry Average,0.07286
3447,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,8000+ TEU,,tonne.km,tonne.km,kg CO2e,Container ship 8000+ TEU,0.00245
3448,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,5000–7999 TEU,,tonne.km,tonne.km,kg CO2e,Container ship 5000–7999 TEU,0.00326
3449,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,3000–4999 TEU,,tonne.km,tonne.km,kg CO2e,Container ship 3000–4999 TEU,0.00326
3450,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,2000–2999 TEU,,tonne.km,tonne.km,kg CO2e,Container ship 2000–2999 TEU,0.00392
3451,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,1000–1999 TEU,,tonne.km,tonne.km,kg CO2e,Container ship 1000–1999 TEU,0.0063
3452,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,0–999 TEU,,tonne.km,tonne.km,kg CO2e,Container ship 0–999 TEU,0.00712
3453,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Container ship,Average,,tonne.km,tonne.km,kg CO2e,Container ship Average,0.00312
3454,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"200,000+ dwt",,tonne.km,tonne.km,kg CO2e,"Bulk carrier 200,000+ dwt",0.00049
3455,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"100,000–199,999 dwt",,tonne.km,tonne.km,kg CO2e,"Bulk carrier 100,000–199,999 dwt",0.00059
3456,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"60,000–99,999 dwt",,tonne.km,tonne.km,kg CO2e,"Bulk carrier 60,000–99,999 dwt",0.0008
3457,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"35,000–59,999 dwt",,tonne.km,tonne.km,kg CO2e,"Bulk carrier 35,000–59,999 dwt",0.00112
3458,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,"10,000–34,999 dwt",,tonne.km,tonne.km,kg CO2e,"Bulk carrier 10,000–34,999 dwt",0.00155
3459,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,0–9999 dwt,,tonne.km,tonne.km,kg CO2e,Bulk carrier 0–9999 dwt,0.00573
3460,Scope 3,WTT- delivery vehs & freight,WTT- cargo ship,Bulk carrier,Average,,tonne.km,tonne.km,kg CO2e,Bulk carrier Average,0.00068
3461,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,GJ,GJ,kg CO2e,Bioethanol GJ,24.7751
3462,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,kg,kg,kg CO2e,Bioethanol kg,0.66397
3463,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,litres,litres,kg CO2e,Bioethanol litres,0.52719
3464,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel,,,GJ,GJ,kg CO2e,Biodiesel GJ,11.29068
3465,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel,,,kg,kg,kg CO2e,Biodiesel kg,0.42001
3466,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel,,,litres,litres,kg CO2e,Biodiesel litres,0.37381
3467,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane,,,GJ,GJ,kg CO2e,Biomethane GJ,15.72881
3468,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane,,,kg,kg,kg CO2e,Biomethane kg,0.77071
3469,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane,,,litres,litres,kg CO2e,Biomethane litres,
3470,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from used cooking oil),,,GJ,GJ,kg CO2e,Biodiesel (from used cooking oil) GJ,8.75221
3471,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from used cooking oil),,,kg,kg,kg CO2e,Biodiesel (from used cooking oil) kg,0.32558
3472,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from used cooking oil),,,litres,litres,kg CO2e,Biodiesel (from used cooking oil) litres,0.28977
3473,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from tallow),,,GJ,GJ,kg CO2e,Biodiesel (from tallow) GJ,13.67265
3474,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from tallow),,,kg,kg,kg CO2e,Biodiesel (from tallow) kg,0.50862
3475,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel (from tallow),,,litres,litres,kg CO2e,Biodiesel (from tallow) litres,0.45267
3476,Scope 3,WTT- bioenergy,WTT- biomass,Wood logs,,,kWh,kWh,kg CO2e,Wood logs kWh,0.01277
3477,Scope 3,WTT- bioenergy,WTT- biomass,Wood logs,,,tonnes,tonnes,kg CO2e,Wood logs tonnes,52.14
3478,Scope 3,WTT- bioenergy,WTT- biomass,Wood chips,,,kWh,kWh,kg CO2e,Wood chips kWh,0.00792
3479,Scope 3,WTT- bioenergy,WTT- biomass,Wood chips,,,tonnes,tonnes,kg CO2e,Wood chips tonnes,30.4
3480,Scope 3,WTT- bioenergy,WTT- biomass,Wood pellets,,,kWh,kWh,kg CO2e,Wood pellets kWh,0.03744
3481,Scope 3,WTT- bioenergy,WTT- biomass,Wood pellets,,,tonnes,tonnes,kg CO2e,Wood pellets tonnes,177
3482,Scope 3,WTT- bioenergy,WTT- biomass,Grass/straw,,,kWh,kWh,kg CO2e,Grass/straw kWh,0.01604
3483,Scope 3,WTT- bioenergy,WTT- biomass,Grass/straw,,,tonnes,tonnes,kg CO2e,Grass/straw tonnes,68.65
3484,Scope 3,WTT- bioenergy,WTT- biogas,Biogas,,,kWh,kWh,kg CO2e,Biogas kWh,0.02405
3485,Scope 3,WTT- bioenergy,WTT- biogas,Biogas,,,tonnes,tonnes,kg CO2e,Biogas tonnes,133.60715
3486,Scope 3,WTT- bioenergy,WTT- biogas,Landfill gas,,,kWh,kWh,kg CO2e,Landfill gas kWh,0
3487,Scope 3,WTT- bioenergy,WTT- biogas,Landfill gas,,,tonnes,tonnes,kg CO2e,Landfill gas tonnes,0
3488,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Domestic, to/from UK Average passenger",0.2443
3489,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CH4,"Domestic, to/from UK Average passenger",0.00011
3490,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2,"Domestic, to/from UK Average passenger",0.24298
3491,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg N2O,"Domestic, to/from UK Average passenger",0.00121
3492,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Domestic, to/from UK Average passenger",0.1292
3493,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CH4,"Domestic, to/from UK Average passenger",0.00011
3494,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2,"Domestic, to/from UK Average passenger",0.12788
3495,Scope 3,Business travel- air,Flights,"Domestic, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg N2O,"Domestic, to/from UK Average passenger",0.00121
3496,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.22947
3497,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Business class",0.00001
3498,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Business class",0.22832
3499,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Business class",0.00114
3500,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.15298
3501,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Economy class",0.00001
3502,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Economy class",0.15221
3503,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Economy class",0.00076
3504,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.15553
3505,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Average passenger",0.00001
3506,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Average passenger",0.15475
3507,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Average passenger",0.00077
3508,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.12132
3509,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Business class",0.00001
3510,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Business class",0.12017
3511,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Business class",0.00114
3512,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.08088
3513,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Economy class",0.00001
3514,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Economy class",0.08011
3515,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Economy class",0.00076
3516,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.08223
3517,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CH4,"Short-haul, to/from UK Average passenger",0.00001
3518,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2,"Short-haul, to/from UK Average passenger",0.08145
3519,Scope 3,Business travel- air,Flights,"Short-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg N2O,"Short-haul, to/from UK Average passenger",0.00077
3520,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.19085
3521,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Average passenger",0.00001
3522,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Average passenger",0.18989
3523,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Average passenger",0.00095
3524,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.14615
3525,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Economy class",0.00001
3526,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Economy class",0.14542
3527,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Economy class",0.00072
3528,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Premium economy class",0.23385
3529,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Premium economy class",0.00001
3530,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Premium economy class",0.23268
3531,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Premium economy class,With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Premium economy class",0.00116
3532,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Business class",0.42385
3533,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Business class",0.00002
3534,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Business class",0.42173
3535,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Business class",0.0021
3536,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",First class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK First class",0.58462
3537,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",First class,With RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK First class",0.00002
3538,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",First class,With RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK First class",0.5817
3539,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",First class,With RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK First class",0.0029
3540,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.1009
3541,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CH4,"Long-haul, to/from UK Average passenger",0.00001
3542,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2,"Long-haul, to/from UK Average passenger",0.09994
3543,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg N2O,"Long-haul, to/from UK Average passenger",0.00095
3544,Scope 3,Business travel- air,Flights,"Long-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.07727
